id,Sentence,Sentiment,Cleaned_Sentence,Sentiment_Label
397,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,neutral,the tower engineers have created an 18 degree westward lean four times the inclination on the leaning tower of pisa using diagrid structures that are aligned geometrically using tekla structures bim building information modeling software,2
2058,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,neutral,the confirmed its for revenue for the whole than the yearago 939 usd 1373 as given in the interim on august,2
2905,$tsla bad day to short,positive,tsla bad day to short,1
4554,$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,positive,lnt annual dividend target to 180share from 170share,1
2894,Reed Elsevier share price slides on underwhelming full-year results,negative,reed elsevier slides on underwhelming fullyear,0
4970,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive,equity indexes working on a positive engulfing for march sml rut iwc smh sox smallcaps semis with a fakeout before the bout,1
20,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,neutral,elcoteq se is listed on the nasdaq ltd,2
2863,I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,negative,i am not optimistic about amzn both fundementals and charts look like poopoo this,0
4144,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,in return the yorkbased private equity firm will receive a 51 stake in the latvian it and telecom,2
5434,The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,the represented 4998 of and 214 of voting rights,2
2596,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,ramirent is the domestic of machinery rental ramirent rmr1v,2
5108,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,neutral,london marketwatch lower in london monday as a rebound in failed to offset broader weakness for the ftse 100,2
4473,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative,in comptel slipped to a of eur2 from a of eur6 6 in the previous,0
3886,Talvivaara also maintains its assumption of turning cash flow positive before the year end .,positive,talvivaara also maintains its assumption of turning cash flow positive before the,1
2764,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral,the insolvency act regulates the amount of debt that borrowers are permitted to write off,2
2856,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",negative,kraft cadburys and britvic in recall how pulling a affects,0
3234,Unit costs for flight operations fell by 6.4 percent .,positive,costs for flight by 64,1
807,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",neutral,adpnews feb finlandbased steel maker rautaruukki rtrks or ruukki it slipped to a largerthanexpected pretax of 46 usd 645 in the fourth of from a,2
2402,$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,positive,nsm ascending base breakout to gain traction strong httpstkscogbsh,1
2687,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,in food trade amounted to eur320 a decline of 11,0
1440,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral,fortum holds 902 of the and 944 of the voting rights in the which it now to delist from the warsaw exchange,2
1987,NYSE owner ICE considers offer for LSE,positive,nyse owner ice considers offer for lse,1
4544,Legal & General share price: Finance chief to step down,negative,legal general finance chief to step down,0
5619,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive,in the third of by 52 to 2055 and by 349 to 235,1
1253,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,negative,lsedeutsche brse dealmakers wrong to ignore brexit risk,0
4504,Why $MCD looks set to fall further. http://stks.co/f2fgj,negative,why mcd looks set to further httpstkscof2fgj,0
2019,Okmetic revised its 2010 financial outlook based on its order book .,neutral,okmetic revised its outlook based on its book,2
853,The expansion is to be finalized in the autumn of 2009 .,neutral,the expansion is to be finalized in the autumn of,2
2486,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral,to an posted by the world intellectual property organization the present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending for aviation fuels,2
1484,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,cerberus management lpbacked printing paper maker newpage corp has posted mixed secondquarter casting a cloud over its initial public offering,0
2221,"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral,following the issue the will constitute of the firm,2
1748,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative,excluding nonrecurring items 54 to 55 in the in,0
1623,AstraZeneca sells US drug rights to Perrigo for $380 mln,positive,astrazeneca us drug rights to perrigo for 380,1
985,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative,insurance fennia and kesko are their loyal cooperation,0
2441,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative,biohit that it will reduce the number of leased personnel by and lay off of its own personnel,0
940,`` Nokia is just interested in bring Nokia to the market . '',neutral,is just interested in bring to the,2
2289,Asian traffic declined by 3.4 per cent .,negative,asian traffic declined by 34 per cent,0
4586,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,the has of about 35 44million and has been responsible for and marketing of lanxess paper chemicals which kemira for 88 this cw jan 11 p 22,2
5773,"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",positive,celg back near 104 where it opened and rallied last wk a good place to take a shot httpstcozwhthsvfsf,1
170,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",neutral,making matters more difficult the it has been grappling with oil and gas which have pushed up the cost of energy raw materials and transportation,2
1573,"$FB trend, hits mid 110's and drops",negative,fb trend hits mid 110s and drops,0
830,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",neutral,the enterprise of the fray bentos pulp mill and forestal oriental approximately euro1 6 upm,2
1593,The Swedish player became majority owner of UCell in mid-2007 .,neutral,the swedish player became majority owner of ucell in mid2007,2
3718,"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",negative,fast gww daily slowing again pretty timely coincident indicator httpstcom6bkhbkzk5,0
3084,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,positive,zagg getting readytarget 15 plus on a close over 1350 on better than avg daily volume httpchartlylha44tn,1
2822,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative,in addition a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short if needed,0
721,"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",negative,micron inc nasdaq mu down 23 and down 89 since being put on the short httpstcoeqqltfuiou,0
5168,"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive,the seminar introduced modern clean and tools and sponsorship programs for energy and environment as well as the potential to develop clean energy in vietnam,1
361,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",negative,sainsburys asda tesco and morrisons will all cut petrol as oil,0
388,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative,making matters more difficult the it has been grappling with oil and gas which have pushed up the cost of energy raw materials and transportation,0
1242,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,sanoma magazines grew to 1401 from 1318,1
4376,long $AAPL 107 calls @ .40,positive,aapl 107 calls 40,1
3811,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,salcomp the maker of phone chargers monday posted a eur1 49 in the with a 170 in the same the previous,0
5561,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,positive,ruukki signed the with norwegian veidekke entreprenor as,1
4027,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive,in the reporting the grew by 432 to 6,1
3427,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,the its through two reportable segments banking and and nonlife insurance,2
1293,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral,equipment will be manufactured in vaahto workshop in hollola and is scheduled for shipments during the first of,2
3822,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,positive,the was signed in august with papua guineabased lihir gold ltd asx lgl,1
1465,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative,adpnews may 4 cutlery and hand tools maker fiskars abp fisas its declined to 129 usd 17 in the first of from 17 in the correspond,0
3271,"Went long on this $COG, will see 70's again me thinks",positive,went on this cog will see 70s again me thinks,1
842,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,neutral,metal componenta went slightly down to 251 402 for the first half of from 254 407 for the same of,2
638,The actions are expected to deliver annual cost savings of some EUR15-20m .,positive,the actions are to deliver annual cost savings of some eur1520,1
2843,$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,positive,awr standard poors affirms a credit rating at american states water and golden state water httpstkscof2p94,1
3226,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral,the the entire process of managing mercator supply chain in all regions where the is currently present,2
2985,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive,elcoteq has a proven track record in electronics manufacturing ems and a global factory network coupled with modern manufacturing equipment and consistent and processes,1
475,City spirits sink after Diageo comes up short with sales slide,negative,city spirits sink after diageo comes up short with slide,0
1935,The value of the order is USD 2.2 mn .,neutral,the of the is usd 22,2
1181,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",negative,as a the will temporarily layoff 25 of the whole personnel approximately 270 persons at kirkkonummi and nivala factories,0
2685,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",positive,after the transaction alma media raised its stake in talentum to 3065 of the and some 3112 of voting rights,1
5093,"However , the bottom-line result improved thanks to positive financial items .",positive,however the bottomline improved thanks to positive items,1
2079,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,neutral,to 112 from 166,2
4790,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,neutral,okmetic silicon wafers are part of a further processing chain that produces that improve human interaction and quality of life,2
1909,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral,cramo is a specialising in machinery and equipment rental and rentalrelated as well as rental and of modular space,2
2575,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral,the reiterated its forecast that handset manufacturers will around 915 this globally,2
5714,Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,aspocomp has a large factory in china and a factory building in india that was halted due to financing problems,0
376,Shire Sees Baxalta Deal Closing as Expected After New Rules,positive,shire sees baxalta closing as after rules,1
4787,Added long at friday close  $SPY $LABU $BLUE $AMZN,positive,added at friday close spy labu blue amzn,1
1746,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive,arm holdings partners with international machines corp to drive,1
2737,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,the fair change of properties was 158 to 229 in the third of,0
5209,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,the of the investlesprom cover the full forest chain and the owns forests sawmills paper and pulp mills and other processing,2
157,That topped consensus forecasts for earnings of 0.21 euros a share .,positive,that topped consensus forecasts for earnings of 021 a,1
4577,$PLUG bear raid,negative,plug bear raid,0
1745,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",positive,louiebeene vwap is 163 held the trend line should be on a lot of radars navb,1
287,$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative,lulu outlook q1 2013 lost revenue in the range of 12 to 17 not good,0
2490,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive,imperial tobacco adds quarterly dividends after,1
3297,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative,jan 6 ford is struggling in the face of slowing truck and suv and a surfeit of uptodate gottahave cars,0
253,"Tesco, Asda sales fall as march of the discounters continues-Kantar",negative,tesco asda as march of the discounters continueskantar,0
3461,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,consolidated from by 623 to 512 from 1357 in,0
2439,"shock phase ' , consumers have once again started to plan and implement building projects .",neutral,shock phase consumers have once again to and implement building,2
499,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative,february finlandbased steel maker rautaruukki rtrks or ruukki it slipped to a largerthanexpected pretax of eur46 in the fourth of from a yearearlier of eur45,0
4822,EU regulator backs approval for GSK injectable asthma drug,positive,eu regulator backs approval for gsk injectable asthma drug,1
1940,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,cash flow from activities was a negative 31 to 233 in the in,0
4155,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,positive,teleste and sentry 360 have formed an integration partnership between sentry advanced 360degree immersive camera line and teleste enterprise video management,1
724,"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",positive,aapl climbs as barrons sees 40 upside jim cramers take httpstcolkld9mvkbq,1
3392,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,these moderate but significant changes in a significant 2432 reduction in the cvd risk,1
4518,"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .",neutral,unlisted british biologicals makes b and d proteins and other diseasespecific supplements that cover diabetes hepatitis asthma and other cardiovascular ailments,2
4748,"Additionally , information on business segments , competitors and future outlook are provided .",neutral,additionally information on segments competitors and future outlook are,2
1942,$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,positive,idcc 89 of after crunching the 4 g is their diamond in the rough,1
460,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,rockwell collins is a provider of flight deck cabin and information management for aircraft operators,2
2248,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",negative,oil majors like royal dutch shell chevron bp fail to find reserves to counter,0
2615,"European stocks hover near 3-week low, Dialog and BHP slump",negative,european hover near 3week dialog and bhp slump,0
3829,"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,the will be a 2 x 600 mw coalfired power located some 420 km south of hanoi the,2
3540,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative,of sanoma learning literature of media sanoma by 36 in januaryjune totalling 1628 down from 1688 in the in,0
1596,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,astrazeneca teams with daiichi sankyo to movantik in us,1
1099,CompaniesTesco off to a bad start over Xmas â€“ Kantar,negative,companiestesco off to a bad over xmas kantar,0
1428,The result before taxes was a loss of 25.0 million euros .,neutral,the before taxes was a of 250,2
1248,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative,national conciliator juhani salonius who met both parties on wednesday they were too far apart in their views for him to propose mediation,0
2174,Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive,for the was 156 to 141 in,1
5528,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",positive,the combination of all enabling us to offer a complex and strengthened chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean africa and north america uwe bakosch,1
1637,Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,negative,starbucks downgraded on same day as downgraded rewards program sbux,0
3146,Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,negative,breaking tesla recalls all model x cars details on show now tsla,0
4740,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative,glaxosmithkline slips as fda okays asthma therapy only for adults,0
5596,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,the acquisition is part of ramirent strategy to strengthen its position in selected locations,1
1992,ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,negative,espn files lawsuit against verizon httpstkscoi2cj1 vz,0
2767,Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,also lemminkinen for accounting went up to 31 from 245 a ago,1
3778,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,negative,tesco abandons videostreaming ambitions in blinkbox,0
1539,They are also upset that some of the machinery and work is taken over to Poland .,neutral,they are also upset that some of the machinery and work is taken over to poland,2
2586,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,positive,merged lse and deutsche brse would be led by germanys kengeter,1
539,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",positive,earnings per eps amounted to eur0 98 up from the of eur0 02,1
4401,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",neutral,of course we are in talks with all those coming up with that involve material handling konecranes president and pekka lundmark when asked whether it was talking to reliance for supplying equipment to its upcoming refinery in jamnagar,2
3538,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",negative,to scanfil demand for telecommunications network has fluctuated significantly in the third of and the situation is to remain unstable for the rest of the,0
2009,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,the airline that the cancellation of its flights due to the closure of european airspace and the process of recommencing traffic have caused a the a of eur20 the costs of stranded passengers accommodation,0
5151,"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative,in addition the at the varpaisj rvi factory will be stopped at the beginning of april,0
812,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,both and turnover for the ninemonth respectively from eur2 4 and eur43 8 as to the a ago,1
3452,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,upm the move will lower by x20ac 385 us 520 in the mainly due to impairment charges,0
4398,The company specialises in temporary electrification and heating at construction sites .,neutral,the specialises in temporary electrification and heating at sites,2
2369,Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,negative,academics claim google android twofactor authentication is breakable security authentication hacking goog httpstconjx4mnrglo,0
759,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,under a preliminary estimation the park will measure about 50000 square meters,2
550,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",positive,hopeturock yes the expectations of a are somewhat in but we could see a nice pop if bids come in than yhoo,1
2312,"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",negative,you know that back seat do nt sit in it tsla tesla recalls 2700 model x cars httpstco7j0gwz89zc,0
2691,"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral,it even a little bit than yara multiples on itself an analyst in,2
5207,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,the district court of dismissed all charges as the court of first instance in,1
5290,"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral,as part of the transaction the nekoski paper mill remained in mreal ownership and galerie art for sappi under a longterm,2
4522,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive,mr kivimeister john deer former timberjack stands to win in the situation it controls around 60 of estonia forest machinery,1
1944,$WFT closng higher from here,positive,wft closng higher from here,1
1096,"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",negative,sina even though the is untrue and has been proven unture the damage is done no one wants to touch it now,0
1572,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,90 down from 97 in the first half of,0
4559,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,for the 156 to a of 63 in,0
3116,$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,positive,jnk httpstksco2fcm does not want to go down risk appetite still,1
240,"$TSLA steaming up again, this stock is relentless at the moment",positive,tsla steaming up again this is relentless at the moment,1
1948,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,neutral,sanoma wants a and better frequency for the metropolitan,2
2328,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",negative,the index was down 034 at 825602 on turnover of 813191,0
3520,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",neutral,in food trade amounted to eur320 a decline of 11,2
5335,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",neutral,the steelmaker that the drop in was explained by the economic uncertainty mixed with the current drought in lending in a decline in demand for its as find it increasingly difficult to fund,2
559,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,neutral,the announcement comes two weeks before a key licensing expires between between the two which are embroiled in a disagreement over royalty payments for texas instrument chips which use qualcommpatented,2
3328,$FB i guess they want it down look at the those sell orders,negative,fb i guess they want it down look at the those,0
2334,$RNN staying above the open a very good sign!!!,positive,rnn staying above the open a very good sign,1
2950,"Broker tips: RBS, Croda, Sage",positive,broker tips rbs croda sage,1
488,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,neutral,arcelormittal chief executive officer lakshmi mittal has already cut output at some furnaces,2
3682,$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,spy could the pride of social media be gettin ready to fb chart rolling over,0
5294,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,it also has strong assets in electronic media employing 18500 an of 9 on last,1
3927,Anheuser-Busch InBev Increases Offer for Rival SABMiller,positive,anheuserbusch inbev offer for rival sabmiller,1
1735,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",positive,we aim to ensure that vacon is in good shape when expenditure to pick up again comments vacon president and vesa laisi,1
1082,$GEVO PLUNGING!  Back to $3.55.,negative,gevo plunging back to 355,0
2244,"Upon establishment , the plan is directed to approximately 20 persons .",neutral,upon establishment the is directed to approximately 20 persons,2
4193,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative,alma media amounted to 119 down from 150 a,0
3601,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",positive,fiskars a 360yearold global best known for its orangehandled scissors to derive synergies of eur5 a by consolidating certain parts of the housewares division where the two compete,1
4092,This new partnership agreement represents a significant milestone for both parties .,positive,this partnership represents a significant milestone for both parties,1
5236,Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,neutral,in the third of 1423 and 43,2
1251,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,negative,uks ftse has worst day so far in 2015 as bg and prudential,0
2036,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",neutral,in julyseptember konecranes to 3687 from 5204 in julyseptember,2
5665,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,25 march 2011 electronics manufacturer scanfil scf1v its to merge wholly owned scanfil ems with ojalayhtyma oy has hit a snag as shareholders of the domestic rival rejected the,0
4391,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,huhtamaki rigid plastic consumer goods which are mainly in europe will be separated into a reporting segment as of january,2
3904,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden .",neutral,member of the hk ruokatalo in scan is launching a joint venture slaughterhouse with team ugglarp in skne southern sweden,2
4159,"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",positive,benefon a wireless and gps will supply karputer with its twig navigation platform a gps satellite navigation and voice guidance,1
3184,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,comparable to 138 from 171 in the in,0
2436,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,neutral,cash flow from activities before was 76 25,2
4878,Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,positive,stockmann mastercard has widened the scope of this cooperation to estonia and latvia,1
938,"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive,meanwhile electrowattekono philippines inc was also awarded a threeyear and maintenance om by fr cement,1
743,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,the currency effect had a 30 or 20 313 negative impact on the revenue,0
4236,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",negative,the payment of 2779 litas in interest on a longterm loan by ragutis majority shareholder estonia a le coq also added to the,0
4717,The situation of coated magazine printing paper will continue to be weak .,neutral,the situation of coated magazine printing paper will to be weak,2
3697,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",negative,capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and in 60 people being laid off for around six weeks midmay it,0
5593,Finnish media group Talentum has issued a profit warning .,negative,media talentum has issued a warning,0
408,It inspects the companys strategic strengths and weaknesses .,neutral,it inspects the strategic strengths and weaknesses,2
